time,B1,B2,B3,T1,T2,T3
2022-06-01 09:45:00,58,23,10,21,14,7
2022-06-01 09:50:00,48,32,13,20,15,8
2022-06-01 09:55:00,54,22,11,18,15,9
2022-06-01 10:00:00,20,13,5,9,5,4
2022-06-01 10:05:00,26,10,6,10,6,3
2022-06-01 10:10:00,25,12,6,10,6,4
2022-06-01 10:15:00,22,11,7,8,7,4
2022-06-01 10:20:00,29,14,5,8,6,4
2022-06-01 10:25:00,22,13,5,7,8,4
2022-06-01 10:30:00,20,10,5,8,6,3
2022-06-01 10:35:00,19,10,6,9,6,3
2022-06-01 10:40:00,21,9,7,8,6,3
2022-06-01 10:45:00,30,12,5,8,6,4
2022-06-01 10:50:00,21,13,6,11,7,3
2022-06-01 10:55:00,28,12,7,11,6,3
2022-06-01 11:00:00,21,13,6,10,5,3
2022-06-01 11:05:00,21,12,5,8,6,3
2022-06-01 11:10:00,25,11,5,8,6,3
2022-06-01 11:15:00,26,12,7,9,6,3
2022-06-01 11:20:00,27,10,6,8,6,4
2022-06-01 11:25:00,19,12,6,7,7,4
2022-06-01 11:30:00,21,10,7,11,7,4
2022-06-01 11:35:00,30,13,7,9,7,3
2022-06-01 11:40:00,22,11,7,8,6,4
2022-06-01 11:45:00,25,12,7,9,6,3
2022-06-01 11:50:00,21,11,6,8,6,3
2022-06-01 11:55:00,23,11,7,9,5,4
2022-06-01 12:00:00,25,13,7,9,6,4
2022-06-01 12:05:00,23,9,5,10,7,4
2022-06-01 12:10:00,23,14,5,9,6,3
2022-06-01 12:15:00,31,14,5,9,5,4
2022-06-01 12:20:00,23,11,6,7,5,4
2022-06-01 12:25:00,29,15,7,11,6,3
2022-06-01 12:30:00,20,13,7,12,6,4
2022-06-01 12:35:00,29,13,6,10,6,4
2022-06-01 12:40:00,29,10,6,7,6,4
2022-06-01 12:45:00,28,14,7,7,6,4
2022-06-01 12:50:00,21,11,7,12,6,4
2022-06-01 12:55:00,30,11,4,9,6,3
2022-06-01 13:00:00,25,12,6,10,6,3
2022-06-01 13:05:00,18,14,6,10,4,3
2022-06-01 13:10:00,26,11,5,10,4,4
2022-06-01 13:15:00,24,9,6,8,6,4
2022-06-01 13:20:00,27,11,5,9,5,4
2022-06-01 13:25:00,27,11,4,12,6,3
2022-06-01 13:30:00,22,10,5,9,5,4
2022-06-01 13:35:00,24,10,5,11,5,4
2022-06-01 13:40:00,27,12,6,8,6,3
2022-06-01 13:45:00,23,14,6,8,6,3
2022-06-01 13:50:00,23,12,7,10,6,4
2022-06-01 13:55:00,25,10,5,11,5,3
2022-06-01 14:00:00,22,14,6,9,4,3
2022-06-01 14:05:00,26,15,6,9,6,4
2022-06-01 14:10:00,19,11,4,11,5,3
2022-06-01 14:15:00,18,7,6,9,7,3
2022-06-01 14:20:00,19,13,6,9,6,4
2022-06-01 14:25:00,26,10,6,7,6,2
2022-06-01 14:30:00,21,11,7,12,6,4
2022-06-01 14:35:00,23,10,6,8,6,3
2022-06-01 14:40:00,22,14,5,9,6,4
2022-06-01 14:45:00,27,9,7,11,6,4
2022-06-01 14:50:00,23,12,7,10,6,4
2022-06-01 14:55:00,20,12,6,10,7,3
2022-06-01 15:00:00,32,16,5,11,6,4
2022-06-01 15:05:00,24,14,6,10,7,3
2022-06-01 15:10:00,29,13,6,10,6,4
2022-06-01 15:15:00,25,12,5,9,7,3
2022-06-01 15:20:00,20,11,7,9,6,5
2022-06-01 15:25:00,31,13,5,11,7,4
2022-06-01 15:30:00,19,15,6,7,6,4
2022-06-01 15:35:00,25,11,6,12,6,4
2022-06-01 15:40:00,25,11,6,9,6,4
2022-06-01 15:45:00,24,14,6,11,6,4
2022-06-01 15:50:00,22,14,4,9,5,3
2022-06-01 15:55:00,24,12,6,12,5,5
2022-06-01 16:00:00,16,10,5,9,4,3
2022-06-01 16:05:00,18,8,5,7,4,2
2022-06-01 16:10:00,18,10,5,8,6,3
2022-06-01 16:15:00,24,9,5,5,5,3
2022-06-01 16:20:00,21,9,5,8,5,3
2022-06-01 16:25:00,19,10,5,7,5,3
2022-06-01 16:30:00,19,10,5,8,5,3
2022-06-01 16:35:00,23,11,4,8,6,3
2022-06-01 16:40:00,18,8,4,7,4,3
2022-06-01 16:45:00,17,9,5,8,4,3
2022-06-01 16:50:00,21,10,5,7,4,3
2022-06-01 16:55:00,23,10,5,8,4,3
2022-06-01 17:00:00,50,22,10,18,12,8
2022-06-01 17:05:00,37,20,10,19,10,7
2022-06-01 17:10:00,54,28,10,21,13,7
2022-06-01 17:15:00,36,19,12,17,12,7
2022-06-01 17:20:00,45,26,15,20,9,6
2022-06-01 17:25:00,44,26,12,15,12,7
2022-06-01 17:30:00,39,22,11,17,12,7
2022-06-01 17:35:00,49,27,10,23,9,6
2022-06-01 17:40:00,40,22,7,19,9,7
2022-06-01 17:45:00,49,23,11,20,12,7
2022-06-01 17:50:00,33,28,11,20,12,6
2022-06-01 17:55:00,47,27,11,15,10,5
2022-06-01 18:00:00,40,23,10,19,13,7
2022-06-01 18:05:00,43,27,12,20,11,6
2022-06-01 18:10:00,36,28,14,18,10,7
2022-06-01 18:15:00,53,23,12,14,11,8
2022-06-01 18:20:00,55,25,11,22,10,7
2022-06-01 18:25:00,37,24,10,19,11,5
2022-06-01 18:30:00,50,15,13,23,15,6
2022-06-01 18:35:00,46,25,11,14,12,5
2022-06-01 18:40:00,62,21,14,19,9,7
2022-06-01 18:45:00,60,24,13,17,15,7
2022-06-01 18:50:00,46,23,12,21,13,7
2022-06-01 18:55:00,46,23,11,17,13,7
2022-06-01 19:00:00,55,25,15,24,12,7
2022-06-01 19:05:00,39,20,14,19,10,8
2022-06-01 19:10:00,40,21,10,21,10,6
2022-06-01 19:15:00,52,22,11,17,10,7
2022-06-01 19:20:00,40,23,12,21,15,7
2022-06-01 19:25:00,51,23,11,18,13,7
2022-06-01 19:30:00,51,17,15,20,13,8
2022-06-01 19:35:00,45,18,12,18,11,7
2022-06-01 19:40:00,53,22,12,20,13,5
2022-06-01 19:45:00,43,20,14,24,13,7
2022-06-01 19:50:00,55,23,10,20,14,7
2022-06-01 19:55:00,50,24,9,23,12,6
2022-06-01 20:00:00,20,9,4,8,5,3
2022-06-01 20:05:00,18,9,5,5,3,3
2022-06-01 20:10:00,23,9,6,7,5,3
2022-06-01 20:15:00,20,8,5,7,5,3
2022-06-01 20:20:00,20,9,4,9,4,3
2022-06-01 20:25:00,20,11,4,7,5,3
2022-06-01 20:30:00,19,10,5,8,6,2
2022-06-01 20:35:00,14,8,5,6,5,3
2022-06-01 20:40:00,21,10,5,8,5,3
2022-06-01 20:45:00,20,10,4,6,5,3
2022-06-01 20:50:00,18,11,5,7,4,3
2022-06-01 20:55:00,21,9,4,8,5,2
2022-06-01 21:00:00,18,10,4,7,5,3
2022-06-01 21:05:00,18,9,4,9,5,3
2022-06-01 21:10:00,17,11,5,8,5,3
2022-06-01 21:15:00,20,11,4,8,5,3
2022-06-01 21:20:00,23,7,5,7,4,2
2022-06-01 21:25:00,22,10,6,7,5,2
2022-06-01 21:30:00,19,8,5,8,5,2
2022-06-01 21:35:00,20,10,5,8,5,2
2022-06-01 21:40:00,20,9,5,8,5,3
2022-06-01 21:45:00,18,9,5,9,5,3
2022-06-01 21:50:00,13,11,5,7,5,3
2022-06-01 21:55:00,20,9,5,8,5,3
2022-06-01 22:00:00,22,9,5,9,3,3
2022-06-01 22:05:00,18,9,5,6,5,3
2022-06-01 22:10:00,17,11,5,8,4,3
2022-06-01 22:15:00,18,9,4,6,6,3
2022-06-01 22:20:00,17,12,4,6,4,3
2022-06-01 22:25:00,20,9,4,7,4,3
2022-06-01 22:30:00,20,9,4,8,4,3
2022-06-01 22:35:00,23,9,4,7,6,2
2022-06-01 22:40:00,20,9,5,8,5,3
2022-06-01 22:45:00,17,11,4,6,5,2
2022-06-01 22:50:00,14,7,4,9,4,3
2022-06-01 22:55:00,15,10,4,7,4,3
2022-06-01 23:00:00,5,3,2,3,2,1
2022-06-01 23:05:00,7,3,2,2,1,1
2022-06-01 23:10:00,8,4,2,3,2,1
2022-06-01 23:15:00,8,4,2,3,2,1
2022-06-01 23:20:00,6,3,2,3,2,1
2022-06-01 23:25:00,6,4,2,3,2,1
2022-06-01 23:30:00,8,3,2,2,2,1
2022-06-01 23:35:00,6,3,2,3,2,1
2022-06-01 23:40:00,7,3,1,2,2,1
2022-06-01 23:45:00,9,3,1,3,2,1
2022-06-01 23:50:00,8,3,2,3,2,1
2022-06-01 23:55:00,6,4,2,2,2,1
2022-06-02 00:00:00,8,4,1,3,2,1
2022-06-02 00:05:00,9,4,2,3,2,1
2022-06-02 00:10:00,8,3,2,2,1,1
2022-06-02 00:15:00,8,4,2,3,2,1
2022-06-02 00:20:00,9,3,2,2,2,1
2022-06-02 00:25:00,6,3,2,3,2,1
2022-06-02 00:30:00,9,4,2,2,2,1
2022-06-02 00:35:00,7,3,2,3,2,1
2022-06-02 00:40:00,8,4,1,3,2,1
2022-06-02 00:45:00,8,4,2,3,2,1
2022-06-02 00:50:00,8,3,2,3,2,1
2022-06-02 00:55:00,9,3,2,4,2,1
2022-06-02 01:00:00,9,3,2,3,2,1
2022-06-02 01:05:00,6,3,2,2,2,1
2022-06-02 01:10:00,6,4,2,3,2,1
2022-06-02 01:15:00,9,4,1,3,2,1
2022-06-02 01:20:00,7,3,2,3,2,1
2022-06-02 01:25:00,8,3,2,4,2,1
2022-06-02 01:30:00,5,4,2,3,2,1
2022-06-02 01:35:00,7,3,1,3,1,1
2022-06-02 01:40:00,6,4,2,3,2,1
2022-06-02 01:45:00,10,4,2,3,2,1
2022-06-02 01:50:00,8,3,2,3,2,1
2022-06-02 01:55:00,9,4,2,3,2,1
2022-06-02 02:00:00,7,5,2,3,2,1
2022-06-02 02:05:00,8,3,2,3,2,1
2022-06-02 02:10:00,8,4,2,3,2,1
2022-06-02 02:15:00,7,3,2,3,2,1
2022-06-02 02:20:00,6,3,2,2,2,1
2022-06-02 02:25:00,6,4,1,3,2,1
2022-06-02 02:30:00,8,4,1,2,2,1
2022-06-02 02:35:00,7,4,2,2,2,1
2022-06-02 02:40:00,8,4,2,3,1,1
2022-06-02 02:45:00,5,3,2,3,2,1
2022-06-02 02:50:00,6,3,1,2,2,1
2022-06-02 02:55:00,8,3,2,3,2,1
2022-06-02 03:00:00,6,3,2,2,2,1
2022-06-02 03:05:00,7,4,2,3,2,1
2022-06-02 03:10:00,8,3,2,3,2,1
2022-06-02 03:15:00,8,3,2,3,2,1
2022-06-02 03:20:00,7,4,2,3,2,1
2022-06-02 03:25:00,7,5,2,3,2,1
2022-06-02 03:30:00,7,3,2,3,2,1
2022-06-02 03:35:00,7,4,2,3,2,1
2022-06-02 03:40:00,8,4,2,2,2,1
2022-06-02 03:45:00,7,4,1,3,2,1
2022-06-02 03:50:00,7,4,2,2,2,1
2022-06-02 03:55:00,7,3,2,3,1,1
2022-06-02 04:00:00,7,4,2,3,2,1
2022-06-02 04:05:00,7,4,2,3,2,1
2022-06-02 04:10:00,8,4,2,3,2,1
2022-06-02 04:15:00,6,3,2,3,2,1
2022-06-02 04:20:00,8,3,2,3,2,1
2022-06-02 04:25:00,8,3,2,3,2,1
2022-06-02 04:30:00,8,3,2,2,2,1
2022-06-02 04:35:00,7,4,2,3,2,1
2022-06-02 04:40:00,7,3,2,3,2,1
2022-06-02 04:45:00,8,3,2,3,2,1
2022-06-02 04:50:00,7,4,2,2,2,1
2022-06-02 04:55:00,7,3,2,3,2,1
2022-06-02 05:00:00,7,4,1,2,2,1
2022-06-02 05:05:00,6,4,2,3,2,1
2022-06-02 05:10:00,6,4,2,2,2,1
2022-06-02 05:15:00,8,3,2,3,2,1
2022-06-02 05:20:00,8,4,2,3,2,1
2022-06-02 05:25:00,6,3,2,3,2,1
2022-06-02 05:30:00,8,5,2,2,2,1
2022-06-02 05:35:00,6,3,2,2,2,1
2022-06-02 05:40:00,7,3,2,3,2,1
2022-06-02 05:45:00,7,4,2,3,1,1
2022-06-02 05:50:00,7,4,1,3,2,1
2022-06-02 05:55:00,7,4,1,3,2,1
2022-06-02 06:00:00,19,10,4,7,6,3
2022-06-02 06:05:00,20,8,4,7,6,3
2022-06-02 06:10:00,15,11,5,7,5,3
2022-06-02 06:15:00,24,11,5,6,4,3
2022-06-02 06:20:00,15,8,5,9,5,3
2022-06-02 06:25:00,19,9,5,7,3,3
2022-06-02 06:30:00,22,7,6,8,5,3
2022-06-02 06:35:00,17,11,4,8,5,2
2022-06-02 06:40:00,18,9,5,8,6,3
2022-06-02 06:45:00,22,10,6,7,5,3
2022-06-02 06:50:00,15,12,5,8,5,3
2022-06-02 06:55:00,21,11,4,6,4,3
2022-06-02 07:00:00,63,28,11,22,12,8
2022-06-02 07:05:00,43,25,16,22,14,7
2022-06-02 07:10:00,45,27,14,23,14,9
2022-06-02 07:15:00,51,23,11,16,13,7
2022-06-02 07:20:00,45,26,11,17,13,8
2022-06-02 07:25:00,49,30,14,20,12,9
2022-06-02 07:30:00,46,22,10,23,12,8
2022-06-02 07:35:00,47,24,14,17,11,7
2022-06-02 07:40:00,48,26,12,24,12,7
2022-06-02 07:45:00,65,19,14,22,14,7
2022-06-02 07:50:00,56,23,14,25,13,6
2022-06-02 07:55:00,58,24,14,19,9,8
2022-06-02 08:00:00,55,26,13,21,14,9
2022-06-02 08:05:00,49,31,13,21,13,7
2022-06-02 08:10:00,48,26,14,25,11,6
2022-06-02 08:15:00,64,28,13,22,15,8
2022-06-02 08:20:00,49,28,15,23,14,8
2022-06-02 08:25:00,36,24,13,22,13,10
2022-06-02 08:30:00,53,27,15,22,14,8
2022-06-02 08:35:00,51,21,14,22,13,9
2022-06-02 08:40:00,54,24,11,24,10,7
2022-06-02 08:45:00,62,31,14,19,12,8
2022-06-02 08:50:00,62,24,13,20,12,6
2022-06-02 08:55:00,57,27,12,20,14,7
2022-06-02 09:00:00,49,22,11,22,16,7
2022-06-02 09:05:00,38,24,13,19,14,7
2022-06-02 09:10:00,41,24,9,21,14,9
2022-06-02 09:15:00,48,25,10,21,12,8
2022-06-02 09:20:00,49,24,10,23,13,6
2022-06-02 09:25:00,49,26,10,21,14,9
2022-06-02 09:30:00,47,29,13,21,11,8
2022-06-02 09:35:00,37,23,13,23,15,10
2022-06-02 09:40:00,51,20,15,25,14,9
2022-06-02 09:45:00,46,28,10,18,10,9
2022-06-02 09:50:00,60,22,14,24,13,8
2022-06-02 09:55:00,53,31,13,16,14,9
2022-06-02 10:00:00,26,9,6,10,7,4
2022-06-02 10:05:00,23,14,7,11,7,3
2022-06-02 10:10:00,24,10,6,8,4,4
2022-06-02 10:15:00,21,12,5,8,6,3
2022-06-02 10:20:00,30,12,6,8,6,4
2022-06-02 10:25:00,33,9,5,9,6,3
2022-06-02 10:30:00,32,13,5,11,6,3
2022-06-02 10:35:00,23,10,6,10,7,4
2022-06-02 10:40:00,19,13,6,8,6,3
2022-06-02 10:45:00,24,11,5,9,6,4
2022-06-02 10:50:00,26,10,6,10,6,3
2022-06-02 10:55:00,25,10,6,11,4,4
2022-06-02 11:00:00,18,13,6,10,6,4
2022-06-02 11:05:00,25,12,7,11,6,4
2022-06-02 11:10:00,25,11,6,11,7,4
2022-06-02 11:15:00,21,11,5,9,5,4
2022-06-02 11:20:00,28,13,6,7,5,4
2022-06-02 11:25:00,22,12,6,9,5,4
2022-06-02 11:30:00,21,10,6,6,7,4
2022-06-02 11:35:00,27,12,7,10,6,3
2022-06-02 11:40:00,23,11,6,11,6,3
2022-06-02 11:45:00,20,12,6,8,6,3
2022-06-02 11:50:00,27,12,6,11,5,4
2022-06-02 11:55:00,21,11,6,10,6,3
2022-06-02 12:00:00,26,14,6,10,6,3
2022-06-02 12:05:00,24,13,7,9,5,4
2022-06-02 12:10:00,26,11,5,7,6,3
2022-06-02 12:15:00,28,14,7,9,6,4
2022-06-02 12:20:00,22,12,5,11,5,4
2022-06-02 12:25:00,23,11,6,7,6,3
2022-06-02 12:30:00,27,9,6,11,6,3
2022-06-02 12:35:00,28,9,4,10,5,3
2022-06-02 12:40:00,19,11,7,10,6,4
2022-06-02 12:45:00,31,13,5,10,6,3
2022-06-02 12:50:00,21,10,6,8,6,3
2022-06-02 12:55:00,26,12,5,10,6,4
2022-06-02 13:00:00,24,13,6,7,5,4
2022-06-02 13:05:00,23,12,5,10,6,4
2022-06-02 13:10:00,28,13,5,9,7,4
2022-06-02 13:15:00,24,10,5,11,5,4
2022-06-02 13:20:00,25,12,6,9,6,4
2022-06-02 13:25:00,23,10,7,9,7,3
2022-06-02 13:30:00,19,12,6,11,5,4
2022-06-02 13:35:00,29,13,6,8,6,3
2022-06-02 13:40:00,22,13,6,8,7,3
2022-06-02 13:45:00,23,14,6,10,5,4
2022-06-02 13:50:00,23,11,6,11,6,3
2022-06-02 13:55:00,27,12,7,8,6,4
2022-06-02 14:00:00,25,12,6,7,6,4
2022-06-02 14:05:00,20,11,6,10,6,4
2022-06-02 14:10:00,20,16,5,10,6,3
2022-06-02 14:15:00,26,10,5,8,7,4
2022-06-02 14:20:00,29,12,4,10,6,4
2022-06-02 14:25:00,25,9,5,9,5,3
2022-06-02 14:30:00,21,11,6,9,7,4
2022-06-02 14:35:00,28,12,6,8,6,4
2022-06-02 14:40:00,21,10,6,9,6,4
2022-06-02 14:45:00,22,14,6,10,7,3
2022-06-02 14:50:00,21,11,5,10,5,3
2022-06-02 14:55:00,19,12,6,8,6,4
2022-06-02 15:00:00,24,13,6,11,7,3
2022-06-02 15:05:00,24,14,6,10,6,3
2022-06-02 15:10:00,25,13,6,9,6,4
2022-06-02 15:15:00,22,12,7,8,5,3
2022-06-02 15:20:00,21,12,6,10,6,4
2022-06-02 15:25:00,23,14,5,10,7,4
2022-06-02 15:30:00,16,12,7,8,6,3
2022-06-02 15:35:00,25,15,5,9,4,4
2022-06-02 15:40:00,24,11,7,10,5,4
2022-06-02 15:45:00,26,12,6,7,7,4
2022-06-02 15:50:00,25,11,6,8,6,4
2022-06-02 15:55:00,20,12,7,7,7,4
2022-06-02 16:00:00,20,9,6,7,4,3
2022-06-02 16:05:00,17,9,5,9,6,3
2022-06-02 16:10:00,17,11,5,8,4,4
2022-06-02 16:15:00,17,9,6,7,5,3
2022-06-02 16:20:00,13,9,5,8,4,3
2022-06-02 16:25:00,19,8,5,7,5,4
2022-06-02 16:30:00,21,11,6,6,4,2
2022-06-02 16:35:00,20,10,5,8,5,3
2022-06-02 16:40:00,16,11,5,9,6,3
2022-06-02 16:45:00,17,9,5,9,5,3
2022-06-02 16:50:00,25,9,4,7,5,3
2022-06-02 16:55:00,18,11,4,7,6,2
2022-06-02 17:00:00,41,20,14,18,12,7
2022-06-02 17:05:00,37,25,10,16,12,6
2022-06-02 17:10:00,50,23,11,20,12,7
2022-06-02 17:15:00,53,21,12,23,11,8
2022-06-02 17:20:00,52,24,12,19,11,6
2022-06-02 17:25:00,36,24,11,21,13,6
2022-06-02 17:30:00,43,22,12,20,11,7
2022-06-02 17:35:00,44,24,12,20,10,6
2022-06-02 17:40:00,51,24,8,21,10,7
2022-06-02 17:45:00,47,22,15,19,11,6
2022-06-02 17:50:00,38,22,14,21,14,8
2022-06-02 17:55:00,42,24,11,23,13,6
2022-06-02 18:00:00,45,25,10,17,13,8
2022-06-02 18:05:00,57,24,12,19,11,5
2022-06-02 18:10:00,41,22,12,18,13,7
2022-06-02 18:15:00,42,23,11,21,7,7
2022-06-02 18:20:00,42,23,11,18,8,8
2022-06-02 18:25:00,45,24,12,19,11,7
2022-06-02 18:30:00,51,21,8,20,11,8
2022-06-02 18:35:00,47,25,12,21,10,8
2022-06-02 18:40:00,50,20,14,17,10,8
2022-06-02 18:45:00,53,19,10,17,11,6
2022-06-02 18:50:00,47,26,13,20,11,6
2022-06-02 18:55:00,57,20,14,19,14,6
2022-06-02 19:00:00,34,19,11,16,8,7
2022-06-02 19:05:00,51,24,13,19,14,6
2022-06-02 19:10:00,35,23,12,21,12,7
2022-06-02 19:15:00,38,21,11,19,14,8
2022-06-02 19:20:00,53,24,13,17,12,6
2022-06-02 19:25:00,51,29,11,22,13,6
2022-06-02 19:30:00,42,20,11,14,11,7
2022-06-02 19:35:00,53,24,10,19,10,6
2022-06-02 19:40:00,49,18,10,14,13,7
2022-06-02 19:45:00,48,26,12,18,10,7
2022-06-02 19:50:00,44,23,12,18,12,6
2022-06-02 19:55:00,48,30,13,16,14,8
2022-06-02 20:00:00,20,10,6,7,4,3
2022-06-02 20:05:00,21,8,5,7,6,2
2022-06-02 20:10:00,18,10,6,6,4,3
2022-06-02 20:15:00,20,7,4,9,5,3
2022-06-02 20:20:00,16,7,4,7,4,2
2022-06-02 20:25:00,21,9,5,7,4,3
2022-06-02 20:30:00,17,9,5,7,5,3
2022-06-02 20:35:00,20,9,5,8,5,3
2022-06-02 20:40:00,19,11,4,6,5,3
2022-06-02 20:45:00,22,9,5,8,5,3
2022-06-02 20:50:00,16,11,5,6,6,2
2022-06-02 20:55:00,19,10,6,6,5,3
2022-06-02 21:00:00,19,9,6,8,5,3
2022-06-02 21:05:00,19,10,5,7,5,4
2022-06-02 21:10:00,19,9,5,9,4,3
2022-06-02 21:15:00,14,9,5,7,6,3
2022-06-02 21:20:00,16,9,4,7,5,4
2022-06-02 21:25:00,23,10,4,9,5,3
2022-06-02 21:30:00,21,8,5,8,5,3
2022-06-02 21:35:00,20,10,5,9,4,3
2022-06-02 21:40:00,17,7,5,7,5,3
2022-06-02 21:45:00,22,9,5,8,5,3
2022-06-02 21:50:00,16,11,5,6,5,3
2022-06-02 21:55:00,23,11,4,7,4,2
2022-06-02 22:00:00,19,6,4,8,5,3
2022-06-02 22:05:00,20,10,4,7,6,3
2022-06-02 22:10:00,16,10,5,8,5,2
2022-06-02 22:15:00,17,8,4,8,4,3
2022-06-02 22:20:00,18,10,5,7,4,3
2022-06-02 22:25:00,23,11,4,7,4,3
