time,B1,B2,B3,T1,T2,T3
2022-06-02 01:00:00,5,2,2,2,1,1
2022-06-02 01:05:00,7,3,1,2,1,1
2022-06-02 01:10:00,6,2,1,2,1,1
2022-06-02 01:15:00,6,3,2,3,1,1
2022-06-02 01:20:00,5,2,1,3,1,1
2022-06-02 01:25:00,7,3,2,2,1,1
2022-06-02 01:30:00,6,3,1,2,2,1
2022-06-02 01:35:00,6,3,2,3,1,1
2022-06-02 01:40:00,7,4,1,3,1,1
2022-06-02 01:45:00,8,4,1,3,1,1
2022-06-02 01:50:00,5,3,2,3,1,1
2022-06-02 01:55:00,5,3,2,3,2,1
2022-06-02 02:00:00,6,3,1,3,2,1
2022-06-02 02:05:00,7,3,1,3,1,1
2022-06-02 02:10:00,6,3,2,2,1,1
2022-06-02 02:15:00,6,3,1,2,2,1
2022-06-02 02:20:00,6,4,1,3,1,1
2022-06-02 02:25:00,5,2,1,3,2,1
2022-06-02 02:30:00,7,3,1,2,1,1
2022-06-02 02:35:00,7,3,1,3,2,1
2022-06-02 02:40:00,7,3,1,2,1,1
2022-06-02 02:45:00,7,3,1,3,2,1
2022-06-02 02:50:00,7,3,2,3,1,1
2022-06-02 02:55:00,6,2,1,2,1,1
2022-06-02 03:00:00,6,3,1,2,1,1
2022-06-02 03:05:00,6,4,1,2,1,1
2022-06-02 03:10:00,4,2,1,2,1,1
2022-06-02 03:15:00,7,3,2,3,1,1
2022-06-02 03:20:00,6,3,1,3,1,1
2022-06-02 03:25:00,5,4,2,2,1,1
2022-06-02 03:30:00,5,3,1,3,2,1
2022-06-02 03:35:00,6,3,2,2,2,1
2022-06-02 03:40:00,7,2,2,3,2,1
2022-06-02 03:45:00,7,2,1,2,1,1
2022-06-02 03:50:00,6,3,2,2,2,1
2022-06-02 03:55:00,5,3,1,2,1,1
2022-06-02 04:00:00,5,3,1,2,2,1
2022-06-02 04:05:00,6,2,1,3,1,1
2022-06-02 04:10:00,8,3,1,2,1,1
2022-06-02 04:15:00,8,4,1,3,2,1
2022-06-02 04:20:00,4,3,2,2,1,1
2022-06-02 04:25:00,7,3,2,2,1,1
2022-06-02 04:30:00,7,3,2,2,2,1
2022-06-02 04:35:00,5,4,2,2,2,1
2022-06-02 04:40:00,5,2,2,2,2,1
2022-06-02 04:45:00,6,4,1,2,1,1
2022-06-02 04:50:00,6,3,1,2,1,1
2022-06-02 04:55:00,6,4,1,2,1,1
2022-06-02 05:00:00,7,2,2,2,2,1
2022-06-02 05:05:00,7,3,1,2,2,1
2022-06-02 05:10:00,5,3,2,2,1,1
2022-06-02 05:15:00,5,2,1,2,2,1
2022-06-02 05:20:00,6,3,2,3,1,1
2022-06-02 05:25:00,7,3,1,3,1,1
2022-06-02 05:30:00,7,3,1,2,1,1
2022-06-02 05:35:00,7,2,2,2,2,1
2022-06-02 05:40:00,7,4,1,3,2,1
2022-06-02 05:45:00,6,3,1,2,2,1
2022-06-02 05:50:00,8,3,1,3,2,1
2022-06-02 05:55:00,5,3,1,2,1,1
2022-06-02 06:00:00,15,10,3,6,4,2
2022-06-02 06:05:00,18,9,4,6,3,2
2022-06-02 06:10:00,14,9,3,7,4,2
2022-06-02 06:15:00,20,9,4,7,4,3
2022-06-02 06:20:00,21,10,3,5,3,3
2022-06-02 06:25:00,19,9,4,5,3,3
2022-06-02 06:30:00,12,8,4,6,5,2
2022-06-02 06:35:00,16,7,4,7,4,3
2022-06-02 06:40:00,14,9,4,6,4,2
2022-06-02 06:45:00,14,8,4,6,4,2
2022-06-02 06:50:00,15,7,5,6,5,2
2022-06-02 06:55:00,15,6,5,8,4,2
2022-06-02 07:00:00,46,18,12,17,8,5
2022-06-02 07:05:00,37,18,10,18,14,6
2022-06-02 07:10:00,41,22,10,13,12,6
2022-06-02 07:15:00,42,24,7,15,9,6
2022-06-02 07:20:00,43,16,9,16,10,7
2022-06-02 07:25:00,46,16,6,16,9,7
2022-06-02 07:30:00,44,21,13,13,12,7
2022-06-02 07:35:00,33,19,9,17,10,4
2022-06-02 07:40:00,53,17,12,14,9,5
2022-06-02 07:45:00,42,16,11,16,7,5
2022-06-02 07:50:00,47,18,10,17,12,6
2022-06-02 07:55:00,32,25,10,13,8,6
2022-06-02 08:00:00,35,18,9,13,12,5
2022-06-02 08:05:00,40,22,6,18,8,6
2022-06-02 08:10:00,43,24,12,18,10,6
2022-06-02 08:15:00,44,26,12,19,6,6
2022-06-02 08:20:00,35,19,10,16,13,7
2022-06-02 08:25:00,43,19,9,15,10,6
2022-06-02 08:30:00,40,18,10,18,11,6
2022-06-02 08:35:00,47,24,10,14,8,6
2022-06-02 08:40:00,41,19,9,14,11,6
2022-06-02 08:45:00,50,17,9,17,13,7
2022-06-02 08:50:00,47,21,11,10,12,6
2022-06-02 08:55:00,40,22,10,18,11,7
2022-06-02 09:00:00,34,22,7,17,13,6
2022-06-02 09:05:00,35,23,11,20,12,6
2022-06-02 09:10:00,44,22,9,13,11,7
2022-06-02 09:15:00,34,17,8,16,10,7
2022-06-02 09:20:00,40,22,13,15,10,6
2022-06-02 09:25:00,44,18,7,16,10,6
2022-06-02 09:30:00,43,18,9,17,11,7
2022-06-02 09:35:00,35,23,9,17,10,6
2022-06-02 09:40:00,30,18,9,14,11,6
2022-06-02 09:45:00,45,26,9,20,13,7
2022-06-02 09:50:00,34,20,12,17,9,6
2022-06-02 09:55:00,38,19,10,15,10,6
2022-06-02 10:00:00,17,10,5,9,5,3
2022-06-02 10:05:00,24,9,6,10,5,3
2022-06-02 10:10:00,19,9,5,9,4,2
2022-06-02 10:15:00,20,9,7,7,5,3
2022-06-02 10:20:00,18,10,6,7,5,3
2022-06-02 10:25:00,20,10,5,9,5,3
2022-06-02 10:30:00,25,11,4,7,5,4
2022-06-02 10:35:00,23,11,6,9,6,2
2022-06-02 10:40:00,24,9,5,10,6,3
2022-06-02 10:45:00,17,10,5,6,5,3
2022-06-02 10:50:00,22,12,4,10,5,3
2022-06-02 10:55:00,22,11,5,9,4,2
2022-06-02 11:00:00,20,11,5,9,4,3
2022-06-02 11:05:00,20,10,5,9,5,4
2022-06-02 11:10:00,20,8,5,8,4,3
2022-06-02 11:15:00,21,10,5,8,5,3
2022-06-02 11:20:00,23,10,5,7,4,4
2022-06-02 11:25:00,26,10,6,8,5,3
2022-06-02 11:30:00,22,10,5,7,6,3
2022-06-02 11:35:00,17,12,6,7,4,3
2022-06-02 11:40:00,15,10,5,8,5,2
2022-06-02 11:45:00,21,10,4,7,5,3
2022-06-02 11:50:00,26,11,5,6,6,2
2022-06-02 11:55:00,21,10,5,9,4,3
2022-06-02 12:00:00,20,13,5,8,5,4
2022-06-02 12:05:00,26,9,5,8,5,3
2022-06-02 12:10:00,22,9,6,10,5,4
2022-06-02 12:15:00,20,12,6,9,5,3
2022-06-02 12:20:00,19,11,6,8,5,3
2022-06-02 12:25:00,25,10,6,9,5,2
2022-06-02 12:30:00,13,9,5,9,4,2
2022-06-02 12:35:00,19,8,5,10,6,3
2022-06-02 12:40:00,19,9,4,7,6,3
2022-06-02 12:45:00,18,10,5,9,5,3
2022-06-02 12:50:00,20,10,6,9,4,3
2022-06-02 12:55:00,19,11,5,8,5,3
2022-06-02 13:00:00,18,7,5,9,4,3
2022-06-02 13:05:00,18,11,4,9,5,3
2022-06-02 13:10:00,18,11,5,10,4,3
2022-06-02 13:15:00,22,12,5,9,4,3
2022-06-02 13:20:00,20,8,5,8,5,3
2022-06-02 13:25:00,20,8,5,9,5,4
2022-06-02 13:30:00,18,10,6,10,5,4
2022-06-02 13:35:00,17,11,5,7,5,3
2022-06-02 13:40:00,18,10,5,7,5,2
2022-06-02 13:45:00,23,12,6,10,5,3
2022-06-02 13:50:00,21,11,3,10,5,3
2022-06-02 13:55:00,17,9,5,7,6,3
2022-06-02 14:00:00,22,10,6,9,5,3
2022-06-02 14:05:00,18,11,5,7,5,3
2022-06-02 14:10:00,18,7,5,8,4,3
2022-06-02 14:15:00,19,12,5,7,4,3
2022-06-02 14:20:00,24,9,6,5,5,3
2022-06-02 14:25:00,18,10,6,9,5,3
2022-06-02 14:30:00,27,5,5,11,4,3
2022-06-02 14:35:00,20,10,6,8,5,2
2022-06-02 14:40:00,19,11,4,9,5,3
2022-06-02 14:45:00,26,9,4,7,4,3
2022-06-02 14:50:00,23,10,5,7,4,3
2022-06-02 14:55:00,22,8,6,10,5,3
2022-06-02 15:00:00,18,8,5,9,4,3
2022-06-02 15:05:00,22,11,5,8,4,2
2022-06-02 15:10:00,16,11,4,8,5,3
2022-06-02 15:15:00,17,12,5,7,5,3
2022-06-02 15:20:00,24,9,5,7,5,3
2022-06-02 15:25:00,24,10,5,6,4,3
2022-06-02 15:30:00,21,9,5,8,5,3
2022-06-02 15:35:00,25,9,5,8,6,2
2022-06-02 15:40:00,21,11,6,7,6,3
2022-06-02 15:45:00,20,11,4,8,6,3
2022-06-02 15:50:00,18,13,4,7,4,4
2022-06-02 15:55:00,27,12,4,9,6,3
2022-06-02 16:00:00,18,6,3,6,3,3
2022-06-02 16:05:00,13,9,4,7,5,3
2022-06-02 16:10:00,10,6,3,6,4,3
2022-06-02 16:15:00,15,10,4,5,5,3
2022-06-02 16:20:00,18,6,4,7,4,2
2022-06-02 16:25:00,14,9,4,7,5,2
2022-06-02 16:30:00,19,7,4,5,3,2
2022-06-02 16:35:00,16,8,4,5,4,2
2022-06-02 16:40:00,20,7,4,5,4,2
2022-06-02 16:45:00,18,9,4,8,4,3
2022-06-02 16:50:00,13,9,5,6,3,3
2022-06-02 16:55:00,11,10,3,8,5,2
2022-06-02 17:00:00,35,17,9,15,10,4
2022-06-02 17:05:00,37,13,10,19,8,7
2022-06-02 17:10:00,40,16,9,15,10,5
2022-06-02 17:15:00,42,18,7,13,6,6
2022-06-02 17:20:00,33,21,8,15,6,5
2022-06-02 17:25:00,36,25,7,13,6,6
2022-06-02 17:30:00,33,20,9,12,10,5
2022-06-02 17:35:00,35,20,7,17,12,5
2022-06-02 17:40:00,32,17,6,12,9,4
2022-06-02 17:45:00,40,20,10,18,10,8
2022-06-02 17:50:00,39,21,11,16,9,5
2022-06-02 17:55:00,34,13,9,17,10,6
2022-06-02 18:00:00,39,17,9,17,11,6
2022-06-02 18:05:00,45,19,10,10,7,7
2022-06-02 18:10:00,34,17,9,13,7,5
2022-06-02 18:15:00,46,18,9,14,11,6
2022-06-02 18:20:00,40,15,8,17,10,6
2022-06-02 18:25:00,29,15,9,17,8,5
2022-06-02 18:30:00,28,18,12,16,10,5
2022-06-02 18:35:00,36,14,11,13,7,4
2022-06-02 18:40:00,45,14,9,12,8,4
2022-06-02 18:45:00,31,17,10,14,11,6
2022-06-02 18:50:00,39,17,12,16,10,6
2022-06-02 18:55:00,41,20,7,16,10,6
2022-06-02 19:00:00,40,23,10,12,9,6
2022-06-02 19:05:00,29,18,9,16,10,6
2022-06-02 19:10:00,36,16,8,19,10,6
2022-06-02 19:15:00,38,21,9,14,9,6
2022-06-02 19:20:00,36,15,7,14,9,6
2022-06-02 19:25:00,37,20,10,13,10,4
2022-06-02 19:30:00,39,19,8,16,9,6
2022-06-02 19:35:00,31,21,8,13,6,5
2022-06-02 19:40:00,35,16,8,13,8,4
2022-06-02 19:45:00,42,18,8,16,9,7
2022-06-02 19:50:00,40,17,9,15,9,6
2022-06-02 19:55:00,41,17,10,12,9,7
2022-06-02 20:00:00,17,8,5,6,3,2
2022-06-02 20:05:00,17,8,4,7,4,3
2022-06-02 20:10:00,22,8,4,8,4,2
2022-06-02 20:15:00,17,7,3,6,5,3
2022-06-02 20:20:00,18,9,4,6,4,2
2022-06-02 20:25:00,14,8,4,6,4,2
2022-06-02 20:30:00,17,8,6,7,3,2
2022-06-02 20:35:00,20,7,5,6,4,2
2022-06-02 20:40:00,16,9,4,7,4,2
2022-06-02 20:45:00,16,7,3,7,3,3
2022-06-02 20:50:00,19,9,3,6,4,2
2022-06-02 20:55:00,19,8,5,7,4,3
2022-06-02 21:00:00,16,9,3,7,4,2
2022-06-02 21:05:00,15,7,4,6,4,3
2022-06-02 21:10:00,18,9,4,9,4,3
2022-06-02 21:15:00,17,6,4,7,5,3
2022-06-02 21:20:00,18,6,4,7,3,2
2022-06-02 21:25:00,16,9,4,8,4,2
2022-06-02 21:30:00,18,8,5,7,4,3
2022-06-02 21:35:00,17,6,5,6,4,2
2022-06-02 21:40:00,15,8,4,7,4,2
2022-06-02 21:45:00,16,8,4,5,4,2
2022-06-02 21:50:00,15,7,4,7,4,2
2022-06-02 21:55:00,20,11,3,6,5,3
2022-06-02 22:00:00,17,6,4,5,5,2
2022-06-02 22:05:00,18,7,4,4,5,3
2022-06-02 22:10:00,18,6,5,7,3,2
2022-06-02 22:15:00,11,6,4,8,3,3
2022-06-02 22:20:00,13,7,4,8,3,2
2022-06-02 22:25:00,18,7,4,7,5,2
